epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9241774082183838,9.999999747378752e-06,0.19292451441287994,0.9266666769981384,0.15443985164165497
1,0.9256080389022827,9.999999747378752e-06,0.19680866599082947,0.9266666769981384,0.15434479713439941
2,0.9413447976112366,9.999999747378752e-06,0.15481840074062347,0.9266666769981384,0.157754585146904
3,0.9542202949523926,9.999999747378752e-06,0.133468359708786,0.9266666769981384,0.1607816368341446
4,0.9399141669273376,4.999999873689376e-06,0.15953628718852997,0.9266666769981384,0.16344544291496277
5,0.9599427580833435,4.999999873689376e-06,0.12243683636188507,0.9266666769981384,0.16344588994979858
6,0.9628040194511414,4.999999873689376e-06,0.10968508571386337,0.9266666769981384,0.16370362043380737
7,0.9599427580833435,2.499999936844688e-06,0.11143285036087036,0.9266666769981384,0.1647590845823288
